Le nom commercial ;Quantité en stock;Prix Public;Date derniére sortie;Listes;Classes;Formes
Apotel max 10mg/ml perf f/10ml;0;40;11/03/2022;LISTE I;;Injectables
Appexim cp;0;40;03/06/2019;;;Comprimes Gelules
Apramol 1g eff;80;1?109;22/09/2023;SANS TABLEAU;;Comprimes Gelules
Apramol 500mg cp eff B/16;85;1?218;19/09/2023;;;Comprimes Gelules
Apramol  500mg sec;-7;418;19/09/2023;SANS TABLEAU;;Comprimes Gelules
Aprovasc 150/10 cpr;2;17?077;13/07/2023;LISTE I;;Comprimes Gelules
Aprovasc 150/5 cpr b/28;1;19?369;27/06/2022;;;Comprimes Gelules
Aprovasc 300/10 cpr b/28;2;19?327;11/09/2023;LISTE I;;Comprimes Gelules
Aprovel 150 mg cp;1;16?973;30/08/2021;LISTE I;;Comprimes Gelules
Aprovel 300 mg cp;1;17?751;16/01/2023;LISTE I;;Comprimes Gelules
Aprozar 150mg cp b/30;1;8?869;05/10/2022;LISTE I;;Comprimes Gelules
Aprozar 300mg cp b/30;1;12?684;10/01/2021;LISTE II;;Comprimes Gelules
Aptone spray ;0;2?852;20/01/2021;I;;Spray aerosol
Aquafresh brosse dent flex medium /1;0;1?359;14/10/2019;SANS TABLEAU;;Brosses et succettes
Aqualarm ud entensiv unib/30;2;5?755;22/09/2023;ST;;Gouttes/Spray nasal
Aqualarm up intensiv sol fl/10ml;3;7?074;11/09/2023;SANS TABLEAU;;Collyres
Aquatabs cp b100x10;300;74;04/04/2023;SANS TABLEAU;;Comprimes Gelules
Aquatbs b/10;0;0;;SANS TABLEAU;;Comprimes Gelules
Arbitel 40 mg ;1;5?593;18/03/2023;LISTE I;;Comprimes Gelules
Arbitel 80 mg ;2;5?537;04/11/2022;I;;Comprimes Gelules
Arbitel H 40mg/12.5mg cp b/30;3;6?586;17/09/2023;LISTE I;;Comprimes Gelules
Arcoxia 120mg cp;3;6?094;04/09/2023;LISTE I;;Comprimes Gelules
Arcoxia 60mg cp;3;4?761;27/07/2023;LISTE I;;Comprimes Gelules
Arcoxia 90mg cp;0;11?733;02/05/2023;LISTE I;;Comprimes Gelules
Arcoxia 90mg cp b/14;0;11?695;06/08/2022;LISTE I;;Comprimes Gelules
Argil verte surfine laino sach 300g;1;4?499;03/04/2022;ST;;Divers 
ArkLevure de biere cp B/45;0;7?179;21/05/2020;ST;;Comprimes Gelules
Artecom cp b/8;0;4?321;12/09/2020;II;;Comprimes Gelules
Artefan 20/120 cp disp b/6;0;928;01/09/2023;LISTE I;;Comprimes Gelules
Artefan 40/2400mg cpr b/6;0;1?946;15/07/2023;;;Comprimes Gelules
Artefan 80/480 cp B/6;7;3?142;20/09/2023;LISTE II;;Comprimes Gelules
Artefan  sirop;3;2?475;13/09/2023;LISTE I;;Sirops
Artegen injetables;2;1?329;09/09/2023;ST;;Injectables
Artelac collyre;6;3?194;21/08/2023;SANS TABLEAU;;Collyres
Artesum 30mg inj b/1;2;885;08/02/2023;I;;Injectables
Artesum 60mg sol inj b/1;-1;1?670;31/05/2023;I;;Injectables
Arthriflex creme;0;40;20/12/2019;;;
Arthriflex gagnon cr;0;8?250;11/01/2020;ST;;Pommades cremes
Arthrodont t/40;0;2?172;07/01/2020;SANS TABLEAU;;Dentifrices et brosses
Artiflex gagnon cr analgesique t/100g;9;6?696;18/09/2023;LISTE II;;Pommades cremes
Artiflex gel b/30;-4;4?120;19/09/2023;LISTE II;;Comprimes Gelules
Artilex 80mg/480mg cpr disp b/6;0;1?112;15/11/2022;;;Comprimes Gelules
Artilex cp;0;40;21/10/2022;;;
Artilex sp 180/1080mg f/60ml;0;1?976;08/04/2023;LISTE I;;Sirops
Artorfit 10 cp;0;7?070;01/04/2017;LISTE I;;Comprimes Gelules
Artrim cp 20/120mg cpr b/16;1;1?045;15/09/2023;I;;Comprimes Gelules
Artrim cp 40/240 b/12;0;3?587;26/07/2022;LISTE II;;Comprimes Gelules
Artrime gh 40mg/400mg cp bte 12;0;1?450;28/07/2023;I;;
Artrime gh 80mg/400mg cp bte 6;10;3?713;22/09/2023;LISTE I;;Comprimes Gelules
Artrim gh 40/240mg cpr b/6;8;1?059;15/09/2023;I;;Comprimes Gelules
Artrim sirop;5;3?154;09/09/2023;LISTE I;;Sirops
Ascal 25% sol ext f/100ml;0;4?585;24/10/2020;ST;;Solutions externes lotions
Ascalol 25%sol ext fl/125ml;0;1?616;23/08/2022;SANS TABLEAU;;Solutions externes lotions
Ascard 75mg cp/30;-1;1?923;17/09/2023;SANS TABLEAU;;Comprimes Gelules
Asmocid 40mg cp b/20;1;3?110;17/07/2023;SANS TABLEAU;;Comprimes Gelules
Asmoflox-oz;2;40;11/09/2023;LISTE I;;Comprimes Gelules
Asomex-D 2.5/12.5mg b/30;1;4?961;21/09/2023;LISTE I;;Comprimes Gelules
Aspegic 0,5g inj B/6;0;0;05/03/2017;SANS TABLEAU;;Injectables
Aspegic 1000mg B/20 sachet;0;3?076;20/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Aspegic 100mg B/20 sachet;51;1?248;22/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Aspegic 1g amp inj B/6;0;0;;SANS TABLEAU;;Injectables
Aspegic 250mg B/20 sachet;1;1?320;13/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Aspegic 500mg B/20 sachet;1;1?494;11/09/2023;SANS TABLEAU;;Sachets Granules poudres orales
Aspirin cardio cp gastro resist bte/30;25;1?709;22/09/2023;SANS TABLEAU;;Comprimes Gelules
Aspirine 500mg ubi bte/100x10;0;6?820;16/12/2018;ST;;Comprimes Gelules
Aspirine UPSA vit c cp eff t/10 b/2;0;1?142;15/09/2023;LISTE II;;Comprimes Gelules
Astaph 125mg sirop fl/60ml;15;1?931;21/09/2023;LISTE I;;Sirops
Astaph 250mg sirop fl/100ml;14;4?346;21/09/2023;LISTE I;;Sirops
Astaph 250mg sirop fl/60ml;-18;2?852;19/09/2023;LISTE I;;Sirops
Astaph 500mg b/12;10;3?137;05/09/2023;LISTE II;;Comprimes Gelules
Astaph 500mg b/24;9;6?852;21/09/2023;LISTE I;;Comprimes Gelules
Asthalex sp;6;939;22/09/2023;LISTE I;;Sirops
Asthe 100 epuisement pdr a diluer sht b/10;1;9?067;28/07/2023;LISTE I;;Sachets Granules poudres orales
Astyfer gelules;0;3?046;04/08/2023;SANS TABLEAU;;Comprimes Gelules
Astyfer sp fl/110ml;1;2?771;18/09/2023;SANS TABLEAU;;Sirops
Astymin C gtte ;3;1?303;15/09/2023;SANS TABLEAU;;Gouttes buvables
Astymin forte caps b/20;6;3?377;22/09/2023;;;Comprimes Gelules
Astymin sirop ;3;3?060;17/09/2023;LISTE I;;Sirops
Asu denk Fixed dose cp  b/3;0;3?484;04/09/2023;I;;Comprimes Gelules
Atelle canal carpien Flamengo;1;0;21/09/2023;SANS TABLEAU;;Divers 
Atenolol biogaran 50mg sec b/30;0;3?006;20/03/2021;I;;Comprimes Gelules
Atoderm baume ultra apaisant ;1;23?251;05/10/2022;SANS TABLEAU;;Pommades cremes
Atoderm creme de douche f/1 litre;1;20?300;;SANS TABLEAU;;Divers 
Atoderm creme ultra nourrissante f/500ml;1;13?255;11/09/2023;SANS TABLEAU;;Pommades cremes
Atoderm crem fl ppe 500ml;0;11?601;08/09/2020;LISTE II;;Comprimes Gelules
Atoderm crem parfumufee fp/500ml;0;14?812;19/06/2022;ST;;Pommades cremes
Atoderm gel douche 1L;0;14?859;25/04/2023;;;Shampooing
Atoderm huile de douche fl/1l;0;20?280;09/08/2022;SANS TABLEAU;;Divers 
Atoderm intensive gel mouss f/200ml;0;9?021;02/06/2021;ST;;Gel cutane
Atoderm intensive gel mouss f/500ml;1;14?429;21/08/2022;ST;;Gel cutane
Atoderm lait t/200ml;0;8?002;27/03/2021;SANS TABLEAU;;Lait
Atoderm pain 150g;0;4?947;06/01/2023;SANS TABLEAU;;Pains
Ator 10 mg;1;4?338;27/05/2023;LISTE I;;Comprimes Gelules
Atorex 10mg;1;2?974;16/07/2023;LISTE I;;
Atorex 20mg ;0;3?899;08/06/2023;LISTE I;;Comprimes Gelules
Atorfit 10 cp;4;6?883;13/09/2023;LISTE I;;Comprimes Gelules
Atorfit 20 cp;1;6?257;21/09/2023;LISTE I;;Comprimes Gelules
Atorfit 40mg b/30;1;8?688;30/07/2023;I;;Comprimes Gelules
Atorfit AM10/10 cp b/30;0;7?455;31/03/2020;I;;Comprimes Gelules
Atorfit AM10/5 cp b/30;0;4?961;15/06/2019;I;;Comprimes Gelules
Atorvastatine 20mg cp pell b/30 ;0;6?663;13/01/2018;LISTE I;;Comprimes Gelules
Atromax 500mg cp b/3;0;40;05/08/2022;LISTE I;;Comprimes Gelules
Attache luc et lea ;0;0;;SANS TABLEAU;;Divers 
Attache sucette dodie;0;40;29/01/2022;;;
Attache sucette luc et lea;1;5?045;30/04/2022;;;
Augmentin 1g injectable;1;7?088;27/03/2023;I;;Injectables
Augmentin 1g sachets;2;7?078;09/09/2023;LISTE I;;Sachets Granules poudres orales
Augmentin 500/50mg IV sol inj ss solv;0;4?835;09/04/2020;LISTE I;;Injectables
Aureomycine specia 3% pde t/15;0;416;26/01/2023;LISTE II;;Pommades cremes
Auricularum susp auric pdre+solv /10ml;1;5?870;16/09/2023;LISTE I;;Gouttes auriculaires
Avamys ;-9;2?372;10/08/2023;LISTE I;;Gouttes nasales
Avas 10 cp;7;6?137;05/09/2023;LISTE I;;Comprimes Gelules
Avas 20 cp;3;7?732;01/09/2023;LISTE I;;Comprimes Gelules
Avazir 0.3 gtte f/10ml;8;0;09/09/2023;LISTE I;;Gouttes auriculaires
Avene cicalfate + cr reparatice t/40ml;1;40;05/04/2023;ST;;Pommades cremes
Avene cicalfate lait nutrifluid fl/100ml;0;12?179;28/02/2022;SANS TABLEAU;;Baume Lait
Avene cleanance comedome con imper fl/30ml;1;11?662;31/01/2023;SANS TABLEAU;;Solutions externes lotions
Avene cleanance eau micell fl/400ml;0;13?391;02/08/2022;ST;;Divers 
Avene cleanance expert t/40ml;0;0;11/07/2021;SANS TABLEAU;;Solutions externes lotions
Avene cleanance gel nettoyant fl/200ml;2;10?019;04/09/2023;SANS TABLEAU;;Baume Lait
Avene cleanance gel nettoyant fl/400ml;0;13?825;17/07/2023;SANS TABLEAU;;Gel cutane
Avene cold cream fl 100 ml ;0;9?883;16/01/2020;SANS TABLEAU;;Baume Lait
Avene cold cream stick levres nour t/4g;0;5?010;02/06/2022;SANS TABLEAU;;Divers 
Avene creme repar antibact t/100ml;0;14?674;13/08/2020;ST;;Pommades cremes
Avene eau thermale fl/150ml;0;3?286;28/02/2022;SANS TABLEAU;;Solutions externes lotions
Avene eau thermale fl/300ml;2;5?885;29/10/2022;SANS TABLEAU;;Solutions externes lotions
Avene eau thermale reparatrice t/100ml;0;15?306;27/09/2020;ST;;Divers 
Avene fluide tres haute protection;0;14?391;28/02/2022;SANS TABLEAU;;Baume Lait
Avene mat perfect teint FPS30 f/50ml;0;13?652;12/03/2022;ST;;Lait
Avene savon xeracalm surg/100g;0;5?920;09/11/2022;;;Pains
Avene solaire spf50+thp enf spray f/200ml;2;118;04/09/2023;ST;;Solutions buvables ou rectales
Avene SPF50 +fluide t/50ml;-1;14?633;28/06/2023;SANS TABLEAU;;Solutions externes lotions
Avene triacneal creme exp 30ml;0;16?166;22/05/2020;ST;;Pommades cremes
Avene triacneal expert emuls fl/30ml;0;15?132;25/07/2022;ST;;Solutions externes lotions
Avene trixera lait nutrifluid fl/ 400ml;0;16?591;12/05/2022;SANS TABLEAU;;Baume Lait
avene ultra mat fps30 fluide fl/50ml;1;16?584;11/03/2022;SANS TABLEAU;;Lait
Avene xeracalm AD BME relipid t/200ml;0;13?250;28/02/2022;SANS TABLEAU;;Lait
Avene xeracalm AD cr ster relip f/400ml;3;27?621;09/09/2023;ST;;Pommades cremes
Avene xeracalm AD huile lavante relipidant;0;14?935;28/02/2022;LISTE II;;Baume Lait
Avent biberon;1;10?629;;SANS TABLEAU;;Verres et tetines
Avent classic tetine;0;5?019;;SANS TABLEAU;;Verres et tetines
Avent tetine debit rapide x2;0;13?921;15/06/2017;ST;;
Axol procto cr avec applicat t/40ml;0;0;08/02/2020;SANS TABLEAU;;Pommades cremes
Az 500 cp;0;4?834;05/06/2023;LISTE I;;Comprimes Gelules
Azantac 2ml amp inj B/5;0;4?951;22/02/2020;LISTE II;;Injectables
Azarga 10mg collyre;1;16?002;22/09/2023;LISTE I;;Collyres
Azibact 500 cp;9;6?223;21/09/2023;LISTE I;;Comprimes Gelules
Azicure 200mg/5ml susp;4;5?018;18/09/2023;LISTE I;;Sirops
Azicure 250 cp;22;3?722;01/09/2023;LISTE I;;Comprimes Gelules
Azicure 500 cp;23;5?004;22/09/2023;LISTE I;;Comprimes Gelules
Azient 500cp b/3;-6;3?739;22/09/2023;LISTE I;;Comprimes Gelules
Azilide 500 cp;2;4?585;19/09/2023;LISTE I;;Comprimes Gelules
Azinex 500mg cpr pell b/3;1;4?114;01/09/2023;I;;Comprimes Gelules
Azinex SP 15ML;0;3?209;29/03/2023;I;;Solutions buvables ou rectales
Azinowel sp 15ml;0;40;29/09/2020;I;;Sirops
Azit 500 mg cpr pell sec b/3;0;4?755;11/07/2023;I;;Comprimes Gelules
Azithro 100mg pdre susp buv sach b/3;3;2?982;26/05/2023;LISTE I;;Sachets Granules poudres orales
Azithro 200mg pdre susp buv sach b/3;3;3?022;10/06/2023;I;;Sachets Granules poudres orales
Azithro 250 cpr b/6;0;3?775;13/09/2023;I;;Comprimes Gelules
Azithro denk 500mg cp b/3;7;4?709;11/09/2023;LISTE I;;Comprimes Gelules
Azithro--mp 250 cp;0;3?640;21/06/2021;LISTE I;;Comprimes Gelules
Azit pdr susp buv 200mg fl/15ml;2;2?149;13/07/2023;LISTE I;;Comprimes Gelules
Azitrine 250 cp;8;2?522;06/09/2023;LISTE I;;Comprimes Gelules
Azitrine 500 cp;6;3?763;19/09/2023;LISTE I;;Comprimes Gelules
Azitrine sirop;3;2?517;18/09/2023;LISTE I;;Sirops
Azitro 500 cp;1;4?716;10/07/2023;I;;Comprimes Gelules
Azitro acino 250 cp b/3;0;3?788;05/06/2020;I;;Comprimes Gelules
Azitromed cpr 500mg pell b/3;3;4?983;12/09/2023;LISTE I;;Comprimes Gelules
Azix 40mg/ml fl/37.5ml;1;6?062;11/09/2023;ST;;Solutions buvables ou rectales
Azix 500 cp;5;5?976;22/09/2023;LISTE I;;Comprimes Gelules
Azro 500mg b/3;1;40;15/08/2023;LISTE I;;Comprimes Gelules
Azyter collyres;0;4?963;23/05/2023;LISTE II;;Collyres
Babyhaler chambr inhal bb enf;0;26?981;18/11/2019;SANS TABLEAU;;
Babysoin B/30 unidose;0;3?945;03/05/2023;SANS TABLEAU;;Gouttes/Spray nasal
Bacteoapesyl creme;0;2?195;01/04/2017;I;;Gel cutane
Bacteryl spray hydroalcoolique fl/160ml;0;709;25/04/2021;SANS TABLEAU;;Spray solutions externes
Bacteryl spray hydroalcoolique fl/300ml;0;1?130;31/03/2021;SANS TABLEAU;;Spray solutions externes
Bacteryl spray hydroalcoolique fl/500ml;0;1?722;;SANS TABLEAU;;Spray solutions externes
Bactoclav 1000mg cp;17;3?771;21/09/2023;LISTE I;;Comprimes Gelules
Bactoclav 100mg sirop;4;3?113;11/09/2023;LISTE I;;Sirops
Bactox 500 detail;0;1?959;01/02/2021;LISTE I;;Comprimes Gelules
Bain d huile capilaire Dr M D;0;7?682;02/03/2022;SANS TABLEAU;;Solutions externes lotions
Bande adhesive elast Ubiplast 6x2.5;0;492;31/07/2022;SANS TABLEAU;;Divers 
Bande biplatrix bleu 2Mx10CM;0;807;21/09/2019;SANS TABLEAU;;Divers 
Bande de  crepe 10x4;0;945;15/06/2023;SANS TABLEAU;;Divers 
Bande de  crepe 4x5;16;524;14/09/2023;SANS TABLEAU;;
Bande de  crepe labell 4x7;6;629;15/09/2023;SANS TABLEAU;;Divers 
Bande de gaze 10cmx4.5m b/12;237;173;22/09/2023;LISTE II;;
Bande de gaze 3x10;19;2?505;11/08/2023;SANS TABLEAU;;Divers 
Bande de gaze 5mx10cm;260;159;09/09/2023;SANS TABLEAU;;Divers 
Bande de gaze 7.5cmx4m;0;3?478;25/12/2022;;;Divers 
Bande de gaze crepe 7x4;0;146;23/01/2023;SANS TABLEAU;;
Bande de gaze labell 3mx7cm p10;50;438;21/04/2023;SANS TABLEAU;;Divers 
Bande de gaz labell 3Mx5cm;0;3?124;27/01/2023;SANS TABLEAU;;Divers 
Bandelette Accu chek B/25;0;8?592;21/08/2020;SANS TABLEAU;;
Bandelette infinity;0;40;06/02/2020;;;
Bande MSK 10X4.5;0;812;07/11/2019;SANS TABLEAU;;Divers 
Bande velpeau crep 4x10 bleu b/1;0;1?420;11/02/2023;SANS TABLEAU;;Divers 
Bande velpeau crep 4x7 bleu;-5;2?606;09/09/2023;ST;;Divers 
Baneocin poudre fl/10g;3;1?446;20/09/2023;LISTE I;;Poudres externes
Basdene cp;0;3?103;21/05/2023;LISTE I;;Comprimes Gelules
Basiflux 1.6 sp;0;3?025;22/11/2021;SANS TABLEAU;;Farines et lait
Basiflux .8 sp;0;2?388;17/04/2021;SANS TABLEAU;;Farines et lait
Basiflux sp fl/200ml;0;6?331;19/12/2018;ST;;Sirops
Bassin lit polypropylene blanc ;0;13?960;09/12/2019;;;Divers 
Baxim injectable;7;1?273;04/08/2023;LISTE I;;Injectables
BB test bte/20;0;0;21/08/2022;SANS TABLEAU;;Divers 
B Colen sirop;0;2?522;01/04/2017;LISTE II;;Sirops
BDLOX 750mg ;0;5?708;;LISTE I;;Comprimes Gelules
Bebe tay;12;1?330;06/07/2023;;;
Becozyme detail;20;237;22/09/2023;SANS TABLEAU;;Comprimes Gelules
Bectacef pdr PPI+SOLV  F10ML;0;2?878;01/08/2023;I;;Injectables
Bekracine cp 200mg b/10;5;5?606;22/09/2023;LISTE I;;Comprimes Gelules
Belifax 20mg gel b/14;0;3?212;16/12/2022;II;;Comprimes Gelules
Bequille paire;0;40;19/06/2022;;;
Besivance 0.6 susp oph f/5ml;1;6?580;07/07/2023;LISTE I;;Collyres
Betaderm nn creme t/10g;7;1?282;09/09/2023;LISTE I;;Pommades cremes
Betadine garg bain bche f/125ml;4;4?526;17/09/2023;ST;;Bains de bouche
Betadine gel 10%;0;1?119;21/09/2022;SANS TABLEAU;;Gel cutane
Betadine inj vaginales ;0;40;24/12/2019;LISTE I;;Injectables
Betadine jaune dermq 500ml ;0;4?921;05/10/2022;;;Solutions externes lotions
Betadine vag + hec 125ml;0;6?013;25/12/2022;II;;Solutions externes lotions
Betamecro 2mg cp disp b/10;6;1?823;21/09/2023;SANS TABLEAU;;Comprimes Gelules
Betamed creme;2;0;02/08/2023;LISTE II;;Divers 
Betamed gtte;0;2?490;09/06/2023;LISTE I;;Gouttes buvables
Betamed inj;-3;40;21/08/2023;;;
Betamed oral susp buv fl/30ml;0;2?852;19/11/2022;LISTE I;;Sirops
Betamed pde;2;2?375;19/10/2022;LISTE I;;Pommades cremes
Betamethasone arrow 2mg cp disp sec b/20;0;3?786;14/02/2023;I;;Comprimes Gelules
Betamethasone arrow gtte;2;2?358;22/09/2023;LISTE I;;Gouttes buvables
Betamethasone gh cp b/20;-2;3?708;21/09/2023;LISTE I;;Comprimes Gelules
Betamethasone gh gtte buv;0;40;19/09/2023;LISTE I;;Gouttes buvables
Betaserc cp ;0;8?515;08/08/2023;LISTE I;;Comprimes Gelules
Betaserc cp ;1;40;19/09/2023;I;;Comprimes Gelules
Betaser cp 24mg bte 60;0;40;18/01/2018;LISTE I;;Comprimes Gelules
Betastene 2mg cp disp b/20;4;3?086;06/09/2023;;;Comprimes Gelules
Betastene gtte;9;2?798;22/09/2023;LISTE I;;Gouttes buvables
Betimol collyre fl/5ml;2;827;13/09/2023;LISTE I;;Collyres
Betnovex 4mg/ml sol inj amp/1ml b/3;0;1?637;27/12/2022;SANS TABLEAU;;Injectables
Beure de karite h amand 250g;0;3?286;17/01/2020;ST;;Lait
Biakof sp;0;1?767;24/08/2023;LISTE I;;Sirops
Biba sirop;3;2?604;19/09/2023;LISTE II;;Sirops
Biberon en pp nn silic bleu fl/270ml;0;4?508;18/05/2023;SANS TABLEAU;;Verres et tetines
Biberon en pp nn silic fl/270ml  orange;0;7?347;14/08/2021;ST;;Verres et tetines
Biberon en pp nn silic paris bleu/240ml;0;6?649;10/01/2023;SANS TABLEAU;;Verres et tetines
Biberon en pp tet nn caout caramel 270ml;0;1?231;17/02/2023;ST;;Collutoire
Biberon en pp tet nn caout marine 270ml;0;4?603;12/09/2023;SANS TABLEAU;;Verres et tetines
Biberon en pp tet nn caout rose 270ml;0;4?679;11/06/2023;SANS TABLEAU;;Verres et tetines
Biberon en pp tet nn  fl/270 ml caou blanc;-3;4?655;20/09/2023;SANS TABLEAU;;Verres et tetines
Biberon en pp tet nn silicturquoi270ml;0;5?039;22/09/2021;SANS TABLEAU;;Verres et tetines
Biberon en pp tet nn silic vert/270ml;0;5?215;19/06/2022;SANS TABLEAU;;Verres et tetines
Biberon en ver nn silic paris rouge fl/240ml;0;0;16/04/2021;SANS TABLEAU;;Verres et tetines
Biberon en ver nn silic vert fl/240ml;0;2?711;22/06/2022;ST;;Comprimes Gelules
Biberon en verre fl/110ml caou bleu ciel;0;5?225;30/06/2022;SANS TABLEAU;;
Biberon en verre fl/110ml caou bleu marine;0;5?323;04/03/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/110ml caou caram;0;8?880;10/07/2021;;;Divers 
Biberon en verre fl/110ml caou rose;0;5?277;12/05/2023;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/120ml caou marron ;0;2?915;22/02/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl 120ml caou violet;0;2?915;06/03/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml;0;4?922;30/03/2020;SANS TABLEAU;;Divers 
Biberon en verre fl/240ml caou blanc;0;6?637;01/09/2023;SANS TABLEAU;;
Biberon en verre fl/240ml caou bleu ciel;2;5?211;21/09/2023;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou bleu marine;0;6?197;12/08/2023;SANS TABLEAU;;Divers 
Biberon en verre fl/240ml caou bleu marine;1;5?511;22/09/2023;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou caram;1;5?739;09/09/2023;SANS TABLEAU;;Divers 
Biberon en verre fl/240ml caou caram;5;5?055;21/09/2023;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou marron;0;4?397;16/03/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou orange;0;5?927;27/12/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou rose;0;5?157;09/09/2023;SANS TABLEAU;;Lait
Biberon en verre fl/240ml caou rose;3;5?658;21/09/2023;SANS TABLEAU;;Divers 
Biberon en verre fl/240ml caou saumon;0;4?627;30/04/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou vert;0;5?654;16/05/2022;SANS TABLEAU;;Verres et tetines
Biberon en verre fl/240ml caou violet;0;4?409;;SANS TABLEAU;;Verres et tetines
Biberon enverre jaune fl/240ml;0;4?329;08/07/2022;LISTE I;;Comprimes Gelules
Biberon en verre tc fl/240ml caou blanc ;0;5?190;03/10/2022;SANS TABLEAU;;Verres et tetines
Biberon fl 240ml bleu ciel caou;0;5?106;27/05/2020;SANS TABLEAU;;Verres et tetines
Biberon plastique caou bleu ciel;0;4?441;06/07/2022;SANS TABLEAU;;
Biberon pol fl/270ml regul rose;0;6?992;14/09/2022;ST;;Verres et tetines
Biberon pp tet nn caoutch blanc 270ml /1;0;6?567;24/07/2023;ST;;Verres et tetines
Biberon pp tet nn caoutch ciel 270ml;0;4?952;13/06/2023;SANS TABLEAU;;Verres et tetines
Biberon regul air anti colique;1;6?108;;SANS TABLEAU;;Verres et tetines
Biberon remd papillon nn sili turq 240ml;0;8?231;24/01/2023;ST;;Verres et tetines
Biberon remd ver 290ml varitetine L apin vert ;0;8?695;14/05/2021;ST;;Verres et tetines
Biberon remond pol regul bleu 270ml;0;7?814;05/02/2021;;;Verres et tetines
Biberon rem ver tc 240ml jaune ;4;8?357;29/05/2023;ST;;Verres et tetines
Biberon ver nn silic paris rouge /240ml;0;2?520;26/02/2023;ST;;Verres et tetines
Biberon ver nn sili rose trans fl/240ml ;0;5?651;11/04/2021;SANS TABLEAU;;Verres et tetines
Biberon ver vintage nn caout vert 240ml;0;2?465;16/04/2021;ST;;Verres et tetines
Biberon ver vintag nn caout marron 240ml;0;5?629;16/04/2021;SANS TABLEAU;;Verres et tetines
Biberon ver vintag nn caout vert 240ml;0;7?368;27/06/2022;ST;;Verres et tetines
Bibloc 10mg cp;5;3?555;12/07/2023;LISTE I;;Comprimes Gelules
Bibloc 5mgcp ;5;3?555;12/09/2023;LISTE I;;Comprimes Gelules
Bicalutamide pms 50mg cp b/30;1;43?634;04/09/2023;;;Comprimes Gelules
Bidontogyl cp;2;5?424;22/09/2023;LISTE I;;Comprimes Gelules
Bien etre essence fraich  fl/ 250ml ;0;5?956;13/11/2022;SANS TABLEAU;;Divers 
Bien etre lavande fl 250ml ;0;8?678;12/11/2022;I;;Comprimes Gelules
Bifosa 35 cp;2;5?617;16/11/2022;LISTE I;;Comprimes Gelules
Bifosa 70mg cp b/4;0;7?542;03/07/2023;I;;Comprimes Gelules
Bifosa 75 mg ;0;7?404;20/05/2021;LISTE I;;Comprimes Gelules
Bilaxten 20mg cp b/10;27;3?917;21/09/2023;LISTE II;;Comprimes Gelules
Bilaxten 20mg cp b/20;8;6?588;09/09/2023;LISTE II;;Comprimes Gelules
Bilaxten sp;2;5?915;12/08/2023;;;Sirops
Bilor 10mg cp b/10;8;1?263;19/09/2023;LISTE II;;Comprimes Gelules
Bilor sirop;6;1?891;07/09/2023;LISTE II;;Sirops
Bimalaril 20/120mg nn cpr disp b/16;0;1?239;21/10/2021;I;;Comprimes Gelules
Binozyt 200mg /5ml susp buv 15ml;0;6?972;30/07/2021;I;;Sirops
Binozyt 250 cp;0;7?553;14/07/2021;I;;Comprimes Gelules
Binozyt 500 cp;2;13?316;30/08/2023;I;;Comprimes Gelules
Bioderma gel moussant;0;40;08/10/2021;;;
Biofar complex vit b cpr eff b/20;3;4?506;11/08/2023;ST;;Comprimes Gelules
Biofar kids;1;997;13/03/2023;;;
Biofar vit c 1000 b/20;-5;3?500;19/09/2023;SANS TABLEAU;;Comprimes Gelules
Biofar vit c 500mg ;0;0;29/04/2022;SANS TABLEAU;;Pommades cremes
Biofar vit c acerola 500;2;255;21/09/2023;SANS TABLEAU;;Comprimes Gelules
Biolane gel cops cheveux 750ml;1;0;20/09/2023;SANS TABLEAU;;Gel de douche
Biolane lait corps cold cream f/350;0;2?960;30/08/2022;;;Lait
Biolane lait toilette fl/750ml;1;0;21/08/2023;SANS TABLEAU;;Baume Lait
Biolane savon surgra 150g;0;7?063;11/08/2020;ST;;Pains
Biolane sh douceur f300ml;0;3?058;19/06/2020;ST;;Shampooing
Biolane talc pdre/100g;0;8?032;12/02/2020;;;Lait
Bionora lait fl/500 ml;2;15?340;;SANS TABLEAU;;Baume Lait
Bionora serum vit c fl/30ml;0;10?727;06/05/2023;SANS TABLEAU;;Solutions externes lotions
Bio oil 200ml ;3;17?687;31/03/2023;SANS TABLEAU;;Solutions externes lotions
Bio oil 60ml;0;0;16/08/2021;SANS TABLEAU;;Spray solutions externes
Bi orangin 1.5MUI/250mg cp pel b/16;4;5?862;19/09/2023;;;Comprimes Gelules
Bio ritmo amp /10ml;4;4?277;11/09/2023;;;Ampoules buvables
